"","genes","module","cox21.pvalue","cox21.estimate","cox36.pvalue","cox36.estimate","connect21.kwithin","connect36.kwithin"
"22","PNKD","brown",0.604344067605729,-0.0320177989083791,0.590752821655005,-0.0577782349526853,16.1732071183124,3.86328382030733
"23","AANAT","brown",0.095517381545455,-0.181453584846804,0.429098306623014,-0.135274186718327,0.376558638329284,0.842700807062213
"24","UBE2O","brown",0.697779258784452,-0.0163220201733359,0.864465515401188,0.0115395282979385,0.588260824327476,0.514912626226514
"25","AARS","green",0.347571559799017,-0.0361405147372448,0.199754838342165,-0.08178387401336,1.03497426329491,0.225429571085453
"26","AARS2","brown",0.860967063971917,0.0110924946696476,0.214990529398834,-0.129893741813278,8.96400157757951,2.02742410640881
"27","TCTE1","turquoise",0.0319667337833002,0.0819389961173844,0.32980221269138,0.0510005684343192,0.200826101269179,0.0294091347127405
"28","AARSD1","turquoise",0.162860011525973,-0.0795538589836379,0.916140253075709,0.00961588359366982,39.2716840201267,11.2281670156155
"29","RUNDC1","blue",0.92594736343635,-0.0102847235756673,0.180588760169049,-0.222203120106625,2.47862028501154,6.13923020762529
"30","EXOSC6","turquoise",0.0130039843923235,-0.129306245499579,0.124969173514387,-0.150722498449417,1.42995432802902,0.143350601823716
"31","AASDH","turquoise",0.56257932583878,-0.0586208229884552,0.89121017490593,0.0243667405748976,28.9873785495811,1.94187880303654
"32","AASDHPPT","grey",0.676010228703217,-0.0205586198891617,0.468911426683847,-0.0569855209801187,0.107249258868628,0.181184452702165
"33","KBTBD3","magenta",0.581304131983409,0.0479662524816261,0.639684030294987,0.0566997152470798,4.8696806500042,17.7281575910069
"34","AASS","brown",0.59117039312719,0.0367994176591087,0.00805704455086091,0.287365855377151,0.607392840534133,0.173925130762624
"35","AATF","blue",0.69298057082848,0.0230887081080538,0.850503880700337,-0.0166675157282036,1.03911534589458,4.9236152753226
"36","AATK","grey",0.333291984030066,-0.0767968161469968,0.999191682990265,0.000103842534352495,0.000951396251520607,0.00180548873247346
"37","MIR1250","black",0.166524914772695,-0.127160338490065,0.980315210967706,0.003467408947665,5.89561308485168,7.7208529691486
